company,location,layoff_count,date,pct_workforce,industry,source_url,stage,raised_mm,country,is_ai_company
Care/of,New York City,143.0,2024-06-15,100%,Healthcare,https://techcrunch.com/2024/ 06/15/subscription-vitamin- company-care-of-is-shutting- down/,Acquired, $83.00 ,United States,False
LOOP,Austin,23.0,2024-06-16,77%,Finance,https://www.coverager.com/lo op-goes-through-another- round-of-layoffs/,Series A, $34.00 ,United States,False
Stackpath,Dallas,,2024-06-17,100%,Infrastructu…,https://www.datacenterdynam ics.com/en/news/stackpath- to-close-down-liquidate- assets/,Series B, $396.00 ,United States,False
Unit,New York City,,2024-06-17,15%,Finance,https://www.unit.co/a-note- to-our-team,Series C, $170.00 ,United States,False
Chegg,SF Bay Area,441.0,2024-06-17,23%,Education,https://www.businesswire.com /news/home/20240617323391 /en/Chegg-Announces- Restructuring-Plan-and-New- Vision-for-Growth,Post-IPO, $227.00 ,United States,False
Wex,Portland,375.0,2024-06-18,5%,Finance,https://www.pressherald.com/ 2024/06/18/wex-is-laying-off- 375-employees-worldwide/,Post-IPO, $400.00 ,United States,False
PayPal,SF Bay Area,85.0,2024-06-18,,Finance,https://www.irishexaminer.co m/business/companies/arid- 41418832.html,Post-IPO, $216.00 ,Ireland,False
Fisker,Los Angeles,,2024-06-18,100%,Transportat…,https://www.wsj.com/business /autos/electric-vehicle- startup-fisker-files-for- bankruptcy-0a3eb7d6,Post-IPO," $1,700.00 ",United States,False
C2FO,Kansas City,16.0,2024-06-18,,Finance,https://www.bizjournals.com/k ansascity/news/2024/06/18/c2 fo-layoffs-supplier-relations- managers.html,Series H, $537.00 ,United States,False
Rapyd,Tel Aviv Non-U.S.,30.0,2024-06-18,,Finance,https://www.calcalistech.com/ ctechnews/article/h1vvoykur,Unknown, $770.00 ,Israel,False
Moovit,Tel Aviv Non-U.S.,20.0,2024-06-19,10%,Transportat…,https://www.calcalistech.com/ ctechnews/article/h10s7illc,Acquired, $131.00 ,Israel,False
Emma Sleep,Frankfurt Non-U.S.,200.0,2024-06-19,18%,Retail,https://www.wiwo.de/unterne hmen/handel/matratzenherste ller-in-der-krise-emma- entlaesst-jeden-fuenften- mitarbeiter/29856880.html,Acquired,,Germany,False
ReshaMandi,Bengaluru Non-U.S.,,2024-06-20,80%,Food,https://economictimes.indiati mes.com/tech/startups/fund- crunch-forces-reshamandi-to- lay-off-80- employees/articleshow/11111 9052.cms?from=mdr,Unknown, $54.00 ,India,False
Bluevine,Tel Aviv Non-U.S.,,2024-06-20,,Finance,https://www.calcalistech.com/ ctechnews/article/byqph00wlr,Unknown, $769.00 ,Israel,False
Ginkgo Bioworks,Boston,400.0,2024-06-20,35%,Healthcare,https://www.bostonglobe.com /2024/06/25/business/gingko- jason-kelly-mit-securities-and- exchange-commission-covid- biosecurity/,Post-IPO," $1,600.00 ",United States,False
Trade Republic,Berlin Non-U.S.,,2024-06-23,,Finance,https://www.wiwo.de/finanzen /geldanlage/neobroker-trade- republic-schliesst-den- eigenen- kundenservice/29862010.html,Unknown," $1,300.00 ",Germany,False
Ginkgo Bioworks,Boston,,2024-06-24,,Healthcare,https://www.biospace.com/arti cle/biospace-layoff-tracker- 2023-athenex-shutters- facility-cuts-staff/,Post-IPO," $1,600.00 ",United States,False
Flutterwave,Lagos Non-U.S.,30.0,2024-06-24,3%,Finance,https://techcabal.com/2024/0 6/24/flutterwave-lays-off-3- of-its-workforce/,Unknown, $509.00 ,Nigeria,False
BeReal,Paris Non-U.S.,,2024-06-25,,Consumer,https://www.businessinsider.c om/bereal-layoffs-after- acquisition-voodoo-2024-6,Acquired,,France,False
Perion,Tel Aviv Non-U.S.,35.0,2024-06-25,5%,Marketing,https://en.globes.co.il/en/articl e-perion-network-lays-off-20- transfers-us-activities-to- israel-1001420801,Post-IPO, $76.00 ,Israel,False
Planet,SF Bay Area,180.0,2024-06-26,17%,Aerospace,https://spacenews.com/planet -lays-off-17-of-workforce/,Post-IPO, $574.00 ,United States,False
eBay,Tel Aviv Non-U.S.,,2024-06-26,,Retail,https://www.calcalistech.com/ ctechnews/article/rysmrkfua,Post-IPO," $1,200.00 ",Israel,False
Moxion Power,SF Bay Area,101.0,2024-06-26,,Energy,https://www.sfgate.com/tech/ article/moxion-power-layoffs- after-expansion- 19541807.php,Unknown, $124.00 ,United States,False
RealPage,Dallas,260.0,2024-06-27,4%,Real Estate,https://www.bisnow.com/natio nal/news/multifamily/realpage -to-lay-off-4-of-its-workforce- price-fixing-allegations- 124885,Acquired, $105.00 ,United States,False
Priceline,Norwalk,103.0,2024-06-28,7%,Travel,https://www.travelweekly.com /Travel-News/Travel-Agent- Issues/Priceline-chops-more- than-100-jobs,Acquired, $77.00 ,United States,False
Spotify,Stockholm Non-U.S.,40.0,2024-07-15,,Media,https://adage.com/article/digit al-marketing-ad-tech- news/spotify-focus-smaller- clients-programmatic-ad- tech-includes-40- layoffs/2569771,Post-IPO," $2,100.00 ",Sweden,False
Salesforce,SF Bay Area,300.0,2024-07-15,,Sales,https://www.bloomberg.com/ news/articles/2024-07- 15/salesforce-cuts-about-300- jobs-in-latest-sign-of-tech- austerity,Post-IPO, $65.00 ,United States,False
SolarEdge,Tel Aviv Non-U.S.,400.0,2024-07-15,,Energy,https://www.reuters.com/busi ness/energy/solaredge- technologies-lay-off-400- employees-2024-07-15/,Post-IPO, $155.00 ,Israel,False
Unbounce,Vancouver Non-U.S.,,2024-07-16,,Marketing,https://docs.google.com/sprea dsheets/d/15LG7GR8xg316I- Iy2NNJRNOK_gFL7cj_xycaeQQ PrpI/edit? gid=1516705010#gid=151670 5010,Acquired, $39.00 ,Canada,False
Kaspersky,Boston,,2024-07-16,,Security,https://techcrunch.com/2024/ 07/16/kaspersky-to-shut- down-us-operations-lay-off- employees-after-us- government-ban/,Private …,,United States,True
ON,SF Bay Area,60.0,2024-07-16,100%,Retail,https://venturebeat.com/game s/on-enterprise-ai-startup- ceo-resigns-staff-laid-off- after-11m-in-cash-goes- missing/,Unknown, $81.00 ,United States,False
Aqua Security,Boston,50.0,2024-07-17,10%,Security,https://www.calcalistech.com/ ctechnews/article/rky00s7rd0,Series E, $325.00 ,United States,True
Lex,New York City,,2024-07-17,,Consumer,https://www.businessinsider.c om/queer-social-network-lex- lays-off-staff-growth-startup- dating-2024-7,Seed, $7.00 ,United States,False
EverC,Tel Aviv Non-U.S.,16.0,2024-07-17,10%,Security,https://www.calcalistech.com/ ctechnews/article/bjrddqr00r,Unknown, $61.00 ,Israel,True
Mercari U.S.,SF Bay Area,,2024-07-19,50%,Retail,https://asia.nikkei.com/Busines s/Retail/Japan-marketplace- app-Mercari-lays-off-almost- half-its-U.S.-workforce,Subsidia…,,United States,False
Magic Leap,Miami,75.0,2024-07-19,,Consumer,https://www.bloomberg.com/ news/articles/2024-07- 19/magic-leap-cuts-sales- marketing-teams-in-ar-about- face,Series E," $4,100.00 ",United States,False
Bluelearn,Bengaluru Non-U.S.,,2024-07-22,100%,Education,https://www.moneycontrol.co m/technology/elevation- capital-backed-edtech- startup-bluelearn-shuts- down-article- 12774167.html#goog_rewarde d,Seed, $4.00 ,India,False
Cohere,Toronto Non-U.S.,20.0,2024-07-23,5%,AI,https://fortune.com/2024/07/ 23/after-500-million-funding- ai-startup-cohere-layoffs/,Series D, $935.00 ,Canada,True
Humble Games,SF Bay Area,36.0,2024-07-23,100%,Media,https://venturebeat.com/game s/humble-games-layoffs-shut- down-ziff-davis/,Acquired, $4.00 ,United States,False
Webflow,SF Bay Area,,2024-07-25,8%,Marketing,https://webflow.com/blog/rest ructuring-announcement,Series C, $335.00 ,United States,False
WayCool,Chennai Non-U.S.,200.0,2024-07-26,,Food,https://www.moneycontrol.co m/technology/not-cool- agritech-startup-waycool- fires-over-200-employees-in- third-round-of-layoffs-in-12- months-article-12778790.html,Unknown, $363.00 ,India,False
Pocket FM,Bengaluru Non-U.S.,200.0,2024-07-27,,Media,https://inc42.com/buzz/lightsp eed-backed-pocket-fm-fires- around-200-writers/,Series D, $212.00 ,India,False
OrCam,Jerusalem Non-U.S.,,2024-07-28,,Healthcare,https://www.calcalistech.com/ ctechnews/article/hy0rv6qya,Unknown, $86.00 ,Israel,False
Moxion Power,SF Bay Area,248.0,2024-07-29,100%,Energy,https://www.sfgate.com/tech/ article/moxion-power- shutdown-layoff-huelskamp- 19605417.php,Unknown, $124.00 ,United States,False
NerdWallet,SF Bay Area,,2024-07-30,15%,Finance,https://www.marketwatch.com /amp/story/nerdwallet-to-cut- 15-of-its-workforce-aa1db7c7,Post-IPO, $105.00 ,United States,False
Match Group,New York City,,2024-07-31,6%,Consumer,https://techcrunch.com/2024/ 07/31/match-group-ends-live- streaming-service-layoffs/,Post-IPO,,United States,False
Delivery Hero,Berlin Non-U.S.,200.0,2024-07-31,,Food,https://www.bloomberg.com/ news/articles/2024-07- 31/delivery-hero-to-combine- european-and-asian- businesses-cut-jobs,Post-IPO," $9,900.00 ",Germany,False
Bungie,Seattle,220.0,2024-07-31,17%,Consumer,https://www.bungie.net/7/en/ News/article/newpath,Acquired, $100.00 ,United States,False
Quizac,Lagos Non-U.S.,,2024-08-13,100%,Education,https://techpoint.africa/2024/0 8/13/why-quizac-is-shutting- down/,Acquired,,Nigeria,False
DayTwo,SF Bay Area,,2024-08-13,100%,Healthcare,https://www.calcalistech.com/ ctechnews/article/rk4fbrd9c,Series B, $90.00 ,United States,False
Grail,SF Bay Area,350.0,2024-08-13,,Healthcare,https://www.sfgate.com/tech/ article/grail-biotech-layoffs- menlo-park-19659668.php,Post-IPO,,United States,True
Sonos,Santa Barbara,100.0,2024-08-14,6%,Consumer,https://www.theverge.com/20 24/8/14/24220357/sonos- layoffs-august-2024-app,Post-IPO, $455.00 ,United States,False
Sampler,Toronto Non-U.S.,,2024-08-15,100%,Retail,https://betakit.com/sampler- files-for-bankruptcy/,Series B, $10.00 ,Canada,False
PacketFabric,Los Angeles,,2024-08-15,,Infrastructu…,https://packetfabric.com/blog/ team-updates-and-the-future- of-packetfabric,Unknown, $110.00 ,United States,False
Mister Spex,Berlin Non-U.S.,,2024-08-15,10%,Retail,https://www.businessinsider.d e/gruenderszene/business/mis ter-spex-entlassungen-und- filialschliessungen/,Post-IPO, $158.00 ,Germany,False
Formlabs,Boston,,2024-08-15,,Hardware,https://techcrunch.com/2024/ 08/15/3d-printing-stalwart- formlabs-confirms-small- number-of-layoffs/,Series E, $254.00 ,United States,False
Inuitive,Ra'anana Non-U.S.,16.0,2024-08-15,20%,Manufactur…,https://www.calcalistech.com/ ctechnews/article/ry118noi90,Unknown, $23.00 ,Israel,False
AppLovin,SF Bay Area,61.0,2024-08-15,,Marketing,https://www.siliconvalley.com/ 2024/08/19/economy-tech- jobs-layoff-south-bay-silicon- valley-biotech-internet/,Post-IPO," $1,600.00 ",United States,False
Paper,Montreal Non-U.S.,81.0,2024-08-16,45%,Education,https://betakit.com/phil- cutler-removed-as-paper-ceo- startup-reportedly-cuts-staff- by-45-percent/,Series D, $389.00 ,Canada,False
Retention.com,Austin,15.0,2024-08-16,,Marketing,https://www.linkedin.com/post s/retentionadam_this-is-a- tough-post-to-write-last- friday-activity- 7230266178835771392- VeMU/,Unknown,,United States,False
Regrow Ag,Durham,,2024-08-16,19%,Food,https://www.linkedin.com/post s/anastasia-volkova1_linkedin- community-after-careful- consideration-activity- 7230360775645704192-5MYi/,Series B, $64.00 ,United States,False
Loop,Columbus,,2024-08-16,,Retail,https://www.linkedin.com/fee d/update/urn:li:activity:723019 7128617213952/,Series B, $125.00 ,United States,False
Localize,New York City,,2024-08-19,,Real Estate,https://www.calcalistech.com/ ctechnews/article/sypuszzjr,Series A, $40.00 ,United States,False
GoPro,SF Bay Area,139.0,2024-08-19,15%,Consumer,https://www.reuters.com/tech nology/gopro-cut-15- workforce-restructuring-push- 2024-08-19/,Post-IPO, $288.00 ,United States,False
ReshaMandi,Bengaluru Non-U.S.,,2024-08-20,100%,Food,https://entrackr.com/2024/08/ exclusive-reshamandi-faces- complete-layoffs-website- shutdown-and-auditor-red- flag/,Unknown, $54.00 ,India,False
Five9,SF Bay Area,190.0,2024-08-20,7%,Support,https://www.crn.com/news/clo ud/2024/five9-plans-7- percent-workforce-layoffs,Post-IPO, $862.00 ,United States,False
Skip the Dishes,Winnipeg Non-U.S.,800.0,2024-08-20,,Food,https://www.cbc.ca/news/cana da/manitoba/skip-the-dishes- lay-off-canadian-jobs- 1.7299719,Acquired, $8.00 ,Canada,False
Kaiyo,New York City,,2024-08-21,100%,Retail,https://businessofhome.com/a rticles/kaiyo-is-closing-down,Series B, $43.00 ,United States,True
Redfin,Seattle,82.0,2024-08-22,2%,Real Estate,https://www.seattletimes.com/ business/real-estate/redfin- lays-off-dozens-amid- changes-to-agent-pay- sluggish-market/,Post-IPO, $320.00 ,United States,False
Kenko Health,Mumbai Non-U.S.,,2024-08-23,100%,Healthcare,https://inc42.com/buzz/kenko -health-shuts-ops-due-to- cash-crunch-failure-to-get- insurance-licence/,Series A, $14.00 ,India,False
Sandvine,Waterloo Non-U.S.,,2024-08-23,,Infrastructu…,https://www.bnnbloomberg.ca /business/company- news/2024/08/23/francisco- partners-ends-ownership-of- crisis-plagued-sandvine/,Acquired, $63.00 ,Canada,False
Received,New York City,,2024-08-23,100%,Finance,https://www.fintechfutures.co m/2024/08/us-fintech-start- up-received-to-close-down/,Unknown,,United States,False
Velo3D,SF Bay Area,42.0,2024-08-26,,Manufactur…,https://www.siliconvalley.com/ 2024/08/19/economy-tech- jobs-layoff-south-bay-silicon- valley-biotech-internet/,Post-IPO, $305.00 ,United States,False
Tome Biosciences,Boston,131.0,2024-08-26,100%,Healthcare,https://www.biopharmadive.co m/news/tome-biosciences- layoffs-startup-strategic- options/725214/,Series A, $213.00 ,United States,False
IBM,Beijing Non-U.S.,1000.0,2024-08-26,,Hardware,https://www.reuters.com/tech nology/ibm-close-china-rd- department-affecting-over- 1000-jobs-yicai-reports-2024- 08-26/,Post-IPO,,China,True
Apple,SF Bay Area,100.0,2024-08-27,,Hardware,https://www.bloomberg.com/ news/articles/2024-08- 28/apple-cuts-about-100- services-jobs-as-part-of- priority-shift,Post-IPO," $1,200.00 ",United States,True
Brave,SF Bay Area,27.0,2024-08-28,14%,Consumer,https://techcrunch.com/2024/ 08/28/brave-lays-off-27- employees/,Series B, $42.00 ,United States,False
Character.ai,SF Bay Area,6.0,2024-08-29,5%,AI,https://www.theinformation.co m/briefings/character-ai-lays- off-at-least-5-of-its-staff,Series A, $150.00 ,United States,True
Dunzo,Bengaluru Non-U.S.,150.0,2024-08-31,75%,Food,https://inc42.com/buzz/dunzo -fires-150-more-employees- amid-funding-woes/,Unknown, $458.00 ,India,False
Runtastic,Linz Non-U.S.,170.0,2024-09-16,,Fitness,https://www.derstandard.at/st ory/3000000236735/adidas- sperrt-runtastic-in-pasching- und-wien-zu?ref=rss,Acquired,,Austria,False
Spendesk,Paris Non-U.S.,151.0,2024-09-18,,Finance,https://www.lesechos.fr/start- up/ecosysteme/french-tech- la-licorne-spendesk-taille- dans-ses-effectifs-2119722,Series C,,France,False
IBM,New York City,,2024-09-18,,Hardware,https://www.theregister.com/2 024/09/18/ibm_job_cuts/,Post-IPO,,United States,True
Aakash,New Delhi Non-U.S.,80.0,2024-09-18,,Education,https://entrackr.com/2024/09/ exclusive-aakash-lays-off- employees-amid-strategic- shift/,Acquired,,India,False
ApplyBoard,Waterloo Non-U.S.,,2024-09-19,4%,Education,https://kitchener.citynews.ca/2 024/09/19/layoffs-at- applyboard-due-to- restructuring/,Series D, $483.00 ,Canada,False
CarTrawler,Dublin Non-U.S.,40.0,2024-09-19,10%,Transportat…,https://www.businesspost.ie/t ech-news/cartrawler-to-cut- 10-of-workforce-amid- strategic-shift-but-new-roles- will-follow/,Acquired,,Ireland,False
Notable Labs,SF Bay Area,,2024-09-20,65%,Healthcare,https://www.bizjournals.com/s anfrancisco/news/2024/09/20/ notable-labs-ntbl-layoffs.html,Series B,,United States,False
Luminar,Orlando,,2024-09-20,15%,Transportat…,https://www.luminartech.com/ updates/a-message-from- founder-ceo-austin-russell,Post-IPO, $780.00 ,United States,False
Reverb,Chicago,40.0,2024-09-20,,Retail,https://www.valueaddedresour ce.net/etsy-reverb-layoffs- september-2024/,Acquired, $47.00 ,United States,False
Healthy.io,Tel Aviv Non-U.S.,40.0,2024-09-22,30%,Healthcare,https://www.calcalistech.com/ ctechnews/article/rkbihy060,Series D, $185.00 ,Israel,False
Olo,New York City,,2024-09-23,9%,Food,https://www.fsrmagazine.com/ feature/olo-announces- layoffs-for-9-percent-of-staff/,Post-IPO, $184.00 ,United States,False
Northvolt,Stockholm Non-U.S.,1600.0,2024-09-23,20%,Energy,https://www.cnbc.com/2024/0 9/23/battery-giant-northvolt- to-cut-25percent-of-swedish- workforce-in-cost-cutting- drive.html,Unknown," $13,800.00 ",Sweden,False
FreightWaves,Chattanooga,16.0,2024-09-24,,Logistics,https://www.timesfreepress.co m/news/2024/sep/24/chattan oogas-freightwaves- eliminates-16-jobs/,Private …, $92.00 ,United States,False
F5,Seattle,,2024-09-24,,Security,https://www.geekwire.com/20 24/f5-layoffs-impact-in- house-content-creation- employees/,Post-IPO,,United States,True
Moov,Cedar Falls,50.0,2024-09-25,,Finance,https://www.linkedin.com/post s/jasonmikula_andreessen- horowitz-backed-payment- infrastructure-activity- 7244381710526689280-_P05/,Series B, $77.00 ,United States,False
Drata,San Diego,40.0,2024-09-26,9%,Security,https://techcrunch.com/2024/ 09/26/security-compliance- unicorn-drata-lays-off-9-of- its-workforce/,Series C, $328.00 ,United States,True
Greenikk,Trivandrum Non-U.S.,,2024-09-30,100%,Food,https://inc42.com/buzz/100uni corns-backed-agritech- startup-greenikk-shuts- operations/,Seed, $1.00 ,India,False
DoubleCloud,Dubai Non-U.S.,,2024-09-30,100%,Infrastructu…,https://double.cloud/blog/pos ts/2024/10/doublecloud-final- update/,Unknown,,UAE,False
Shein,Singapore Non-U.S.,17.0,2024-09-30,,Retail,https://marketech- apac.com/shein-lays-off-17- employees-in-sg-despite- local-growth-plans/,Private …," $4,100.00 ",Singapore,False
Marin Software,SF Bay Area,27.0,2024-09-30,26%,Marketing,https://www.businesswire.com /news/home/20241031446878 /en/Marin-Software- Announces-Third-Quarter- 2024-Financial-Results,Post-IPO, $99.00 ,United States,False
Vendease,Lagos Non-U.S.,68.0,2024-09-30,20%,Food,https://techcabal.com/2025/0 2/19/vendease-second- layoffs/,Series A, $43.00 ,Nigeria,False
Gigamon,SF Bay Area,69.0,2024-10-15,,Data,https://www.sfgate.com/tech/ article/gigamon-layoffs- elliott-investment- management-19839414.php,Acquired, $23.00 ,United States,True
AppLovin,SF Bay Area,58.0,2024-10-15,,Marketing,https://www.pocketgamer.biz/ applovin-owned-adjust-lays- off-staff/,Post-IPO," $1,600.00 ",United States,False
Fable,New York City,,2024-10-15,100%,Product,https://www.fable.app/blog/fa ble-is-winding-down,Series A, $19.00 ,United States,False
Meta,SF Bay Area,,2024-10-16,,Consumer,https://www.theverge.com/20 24/10/16/24272195/meta- layoffs-whatsapp-instagram- reality-labs,Post-IPO," $26,000.00 ",United States,True
CapWay,Atlanta,,2024-10-17,100%,Finance,https://techcrunch.com/2024/ 10/16/y-combinator-backed- fintech-capway-has-shut- down/,Unknown,,United States,False
Chief,New York City,,2024-10-20,,HR,https://africa.businessinsider.c om/news/chief-the- networking-group-for- executive-women-has-laid- off-staff/rhnxmel,Series B, $140.00 ,United States,False
Jellysmack,New York City,22.0,2024-10-21,,Media,https://www.businessinsider.in /tech/news/jellysmack-is- laying-off-staff-as-it-scales- back-its-creator- program/articleshow/1144346 80.cms,Series C, $22.00 ,France,False
Venminder,Louisville,100.0,2024-10-21,,Security,https://www.bizjournals.com/l ouisville/inno/stories/news/20 24/10/21/venminder-mass- layoff-elizabethtown-tech- 2024.html,Acquired, $49.00 ,United States,True
Upwork,SF Bay Area,,2024-10-23,21%,Other,https://investors.upwork.com/ news-releases/news-release- details/upwork-announces- organizational-changes-drive- continued,Post-IPO, $168.00 ,United States,False
Catena Media,Sliema Non-U.S.,29.0,2024-10-23,,Marketing,https://whoswho.mt/en/caten a-media-cuts-29-content-and- marketing-jobs,Unknown,,Malta,False
Airthings,Oslo Non-U.S.,,2024-10-24,,Hardware,https://www.airthings.com/hu bfs/01_Website/investors/pres entations/Airthings_ASA_Q324 _Presentation.pdf,Unknown,,Norway,True
Coursera,SF Bay Area,150.0,2024-10-25,10%,Education,https://www.classcentral.com/r eport/cousera-layoffs-2024/,Post-IPO, $458.00 ,United States,False
Twelve,SF Bay Area,,2024-10-25,,Energy,https://www.linkedin.com/fee d/update/urn:li:activity:725530 8684677795840/,Unknown, $844.00 ,United States,False
Kyte,SF Bay Area,,2024-10-25,40%,Transportat…,https://techcrunch.com/2024/ 10/25/rental-car-startup-kyte- slashes-staff-and-shrinks-to- two-markets-in-bid-for- survival/,Unknown, $548.00 ,United States,False
dYdX,SF Bay Area,,2024-10-29,35%,Crypto,https://cointelegraph.com/ne ws/dydx-lays-off-thirty-five- percent-workforce-after- consensys-cuts,Series C, $87.00 ,United States,True
Docker,SF Bay Area,,2024-10-29,10%,Infrastructu…,Internal memo,Series C, $436.00 ,United States,False
F5,Seattle,100.0,2024-10-29,2%,Security,https://www.geekwire.com/20 24/f5-confirms-new-round-of- job-cuts-continuing-annual- pattern-of-workforce- reductions/,Post-IPO,,United States,True
ConsenSys,New York City,163.0,2024-10-29,20%,Crypto,https://decrypt.co/288832/eth ereum-giant-consensys- layoffs-eth-slump,Series D, $726.00 ,United States,True
Dropbox,SF Bay Area,527.0,2024-10-30,20%,Other,https://techcrunch.com/2024/ 10/30/dropbox-is-laying-off- 20-of-its-staff/,Post-IPO," $1,700.00 ",United States,False
Miro,SF Bay Area,275.0,2024-10-30,18%,Other,https://www.theinformation.co m/articles/productivity- startup-miro-to-lay-off- roughly-18-of-staff,Series C, $476.00 ,United States,False
Kraken,SF Bay Area,400.0,2024-10-30,15%,Crypto,https://www.nytimes.com/202 4/10/30/technology/kraken- cryptocurrency-layoff- ceo.html,Unknown, $134.00 ,United States,True
Tidal,New York City,,2024-10-31,,Consumer,https://www.engadget.com/en tertainment/music/tidal- which-is-in-dire-need-of- some-good-marketing-lays- off-its-entire-product- marketing-team- 143045120.html,Acquired,,United States,False
AMD,SF Bay Area,1000.0,2024-11-13,4%,Hardware,https://www.techopedia.com/ news/amd-layoffs-amid- mixed-earnings-and-intel- merger-speculation,Post-IPO,,United States,False
AppLovin,SF Bay Area,120.0,2024-11-13,,Marketing,https://www.sfgate.com/tech/ article/applovin-layoffs-stock- market-run-19920195.php,Post-IPO," $1,600.00 ",United States,False
Kuku FM,Mumbai Non-U.S.,80.0,2024-11-14,,Media,https://inc42.com/buzz/kuku- fm-fires-100-employees-to- cut-costs/,Series C, $71.00 ,India,False
Better Collective,Copenhagen Non-U.S.,300.0,2024-11-14,,Other,https://www.igbaffiliate.com/e n/articles/117348/m-a-helps- better-collective-fend-off- trouble-in-q3-as-300-staff- layoffs-revealed/,Unknown,,Denmark,False
TrueLayer,London Non-U.S.,71.0,2024-11-15,25%,Finance,https://www.cityam.com/form er-fintech-unicorn-truelayer- laid-off-a-quarter-of-staff-in- one-day/,Series E, $321.00 ,United Kingdo…,False
Own,New York City,,2024-11-19,,Data,https://www.bloomberg.com/ news/articles/2024-11- 19/salesforce-plans-layoffs-at- acquisition-own-in-strategy- shift,Acquired, $507.00 ,United States,True
Headspace,Los Angeles,,2024-11-20,13%,Healthcare,https://bhbusiness.com/2024/ 11/20/headspace-axes-13-of- workforce-transition- therapist-network-to-part- time-and-contract-roles/,Unknown, $216.00 ,United States,False
LinkedIn,SF Bay Area,202.0,2024-11-21,1%,Recruiting,https://www.theinformation.co m/briefings/linkedin-lays-off- 200-employees,Acquired, $154.00 ,United States,False
Hopper,Montreal Non-U.S.,,2024-11-22,,Travel,https://skift.com/2024/11/22/ hopper-restructures-with-job- cuts-for-the-second-time-in- a-year/,Unknown, $730.00 ,Canada,False
Adjust,Berlin Non-U.S.,304.0,2024-11-22,,Marketing,https://www.pocketgamer.biz/ applovin-owned-adjust-lays- off-staff/,Acquired, $256.00 ,Germany,False
Ola Electric,Bengaluru Non-U.S.,500.0,2024-11-22,,Transportat…,https://www.techinasia.com/n ews/indias-ola-electric-cuts- 500-employees-boost-profits,Post-IPO," $1,700.00 ",India,False
Apple,SF Bay Area,,2024-11-24,,Hardware,https://www.bloomberg.com/ news/articles/2025-11- 24/apple-aapl-cuts-jobs- across-its-sales-organization- in-rare-layoff,Post-IPO," $1,200.00 ",United States,True
Sprout Social,Chicago,,2024-11-25,,Marketing,https://docs.google.com/sprea dsheets/d/18Grpra9ciB9dWz WJ2W0ao8WjCrm_t5foqFt6Eb b6aUo/edit? gid=1610497511#gid=161049 7511,Post-IPO, $111.00 ,United States,False
SolarEdge,Tel Aviv Non-U.S.,500.0,2024-11-27,12%,Energy,https://www.reuters.com/busi ness/energy/inverter-maker- solaredge-reduce-12-its- workforce-2024-11-27/,Post-IPO, $155.00 ,Israel,False
AlphaSense,New York City,150.0,2024-11-27,8%,Other,https://news.bloomberglaw.co m/daily-labor-report/market- research-firm-alphasense-cut- 150-jobs-in-restructuring,Series F," $1,400.00 ",United States,False
Klub,Bengaluru Non-U.S.,60.0,2024-11-29,,Finance,https://www.livemint.com/com panies/start-ups/klub-halves- workforce-peak-xv-trifecta- capital-backed-fintech- startup-11732868338440.html,Unknown, $35.00 ,India,False
Kobo360,Lagos Non-U.S.,30.0,2024-11-30,,Logistics,https://techcabal.com/2025/0 1/20/kobo360-layoff/,Series B, $85.00 ,Nigeria,False
Thrive,Mumbai Non-U.S.,,2024-12-14,100%,Food,https://yourstory.com/2024/12 /food-delivery-startup-thrive- to-shut-down-operations,Series A,,India,False
Refinery29,New York City,,2024-12-17,,Media,https://www.axios.com/2024/1 2/17/refinery29-layoffs-ceo- cory-haik,Acquired, $134.00 ,United States,False
RealSelf,Seattle,,2024-12-19,,Healthcare,https://www.geekwire.com/20 24/realself-layoffs-cosmetic- procedure-review-company- cuts-staff/,Series B, $42.00 ,United States,False
BionicHIVE,Sderot Non-U.S.,,2024-12-22,100%,Hardware,https://www.calcalistech.com/ ctechnews/article/bjejbfsbyx,Unknown,,Israel,False
Lilium,Munich Non-U.S.,1000.0,2024-12-23,100%,Aerospace,https://techcrunch.com/2024/ 12/23/electric-aircraft-startup- lilium-ceases-operations- 1000-workers-laid-off/,Post-IPO," $1,400.00 ",Germany,False
Bench,Vancouver Non-U.S.,450.0,2024-12-27,100%,Finance,https://techcrunch.com/2024/ 12/27/bench-shuts-down- leaving-thousands-of- businesses-without-access-to- accounting-and-tax-docs/,Series C, $109.00 ,Canada,False
Epicery,Paris Non-U.S.,,2024-12-31,100%,Food,https://techcrunch.com/2024/ 12/31/after-ups-and-down- food-delivery-startup-epicery- closes-shop/,Acquired, $7.00 ,France,False
Brave Care,Portland,,2024-12-31,100%,Healthcare,https://www.oregonlive.com/h ealth/2024/12/portland- pediatrics-startup-brave-care- shutters-permanently.html,Series B, $43.00 ,United States,False
GupShup,SF Bay Area,300.0,2024-12-31,,Other,https://inc42.com/buzz/exclusi ve-saas-unicorn-gupshup- fires-500-employees/,Series F, $484.00 ,India,False
Boozt,Malmo Non-U.S.,,2025-01-13,10%,Retail,https://www.breakit.se/artikel/ 42184/boozt-sager-upp-var- tionde-pekar-pa-ai,Post-IPO, $56.00 ,Sweden,False
Alza,New York City,,2025-01-13,100%,Finance,https://fortune.com/2025/01/ 13/alza-fintech-latino-thrive- capital-stripe-level-employer- com-shut-down-venture/,Seed, $7.00 ,United States,False
